,,,上客,,,,,下客
4417,106489469,29490183,1109.182476,,41571,106564135,29559033,1321.041383
4419,106490754,29491616,1176.751366,,41572,106557260,29558249,1394.090431
4420,106491209,29495614,1344.598996,,41573,106547964,29557376,1349.451409
4421,106497998,29491427,1367.800702,,41574,106541671,29563481,1492.862023
4422,106499004,29495624,1386.634495,,41575,106533563,29569377,1527.759349
4423,106498934,29499255,1328.108925,,41576,106531537,29573048,1783.98806
4424,106503706,29501883,921.513741,,41577,106532577,29576527,1733.591003
4425,106506390,29503234,1067.423291,,41578,106532432,29578846,1670.25258
4427,106380381,29707938,763.034119,,41579,106500955,29585325,1718.659967
4428,106380696,29700968,1174.422596,,41580,106503607,29581640,1602.233389
4429,106379777,29683876,1196.49835,,41581,106523913,29585426,1475.809998
4430,106379010,29667989,1351.726209,,41582,106520777,29586170,1817.674606
4431,106378600,29658933,1356.31124,,41583,106508505,29585944,2019.93309
4432,106375274,29642209,1080.382118,,41584,106579123,29563364,1846.646313
4433,106365809,29635351,988.425281,,114-2,经度,维度,29565.12414
4434,106371285,29609742,1048.467732,,34237,106569728,29562067,878.111726
4508,106361396,29485841,343.194295,,34238,106481183,29572848,712.220754
4509,106326711,29480718,313.918845,,34240,106487963,29572157,1485.90127
4511,106296302,29463698,344.15021,,34241,106493909,29574801,1419.531477
4512,106326896,29480889,395.950829,,34242,106496597,29577200,1319.678179
4513,106361388,29485991,268.049403,,34243,106502201,29580075,1654.317236
4598,106409683,29639768,1612.157245,,34244,106504358,29583544,1630.078858
4599,106418199,29631545,1673.2767,,34245,106544335,29562146,1921.241831
4600,106428971,29626412,1175.572121,,34246,106508498,29585944,1745.297136
4602,106438759,29617701,1150.950177,,34247,106514101,29586029,1871.489557
4603,106429098,29626294,1580.26034,,34248,106521620,29585980,1761.549226
4604,106418070,29631747,1217.024176,,34249,106525449,29582619,1929.682555
4659,106570516,29529111,301.83997,,34250,106533604,29569094,1961.465367
4660,106575369,29534862,1406.353961,,34251,106547033,29554873,1710.605169
4661,106575664,29538155,1820.782393,,34253,106550041,29557498,1405.398566
4662,106565675,29531783,1744.644856,,34254,106557011,29558232,1435.370843
4663,106561629,29533926,1609.17302,,34255,106563789,29558790,1281.068449
4664,106560222,29539208,2102.730179,,34256,106475842,29593087,1070.168587
4665,106561714,29553282,1892.520457,,34258,106478509,29588588,996.595787
4666,106566717,29554896,1687.37734,,34259,106479499,29578047,1375.351562
4679,106539379,29467227,1297.190394,,115-1,经度,维度,43495.79304
4680,106539300,29459560,1479.140572,,45969,106554026,29505750,1486.732115
4681,106539642,29456802,1804.042005,,45970,106553977,29507775,1726.654231
4682,106537741,29450410,1829.228806,,45971,106551812,29511311,1927.359893
4683,106537076,29448074,1739.737276,,45972,106544803,29514654,1917.963591
4684,106535318,29441944,1648.243957,,45973,106545913,29520796,1451.558906
4685,106533970,29437189,1672.412043,,45974,106548110,29523750,1668.424955
4687,106532758,29427697,1916.578241,,45975,106555702,29526046,1598.380802
4688,106533614,29421923,1901.101363,,45976,106557970,29526645,1686.029187
4689,106534321,29416061,1920.451679,,45977,106563253,29532109,2049.008206
4690,106534324,29405067,1790.155444,,45978,106560212,29539042,2174.375554
4691,106534354,29402842,1670.612667,,45979,106550080,29554172,2084.093884
4692,106534714,29396111,1615.436667,,45980,106540983,29559375,2349.100666
4693,106534035,29392061,1548.214198,,45981,106533604,29569094,2361.580642
4694,106532685,29387800,1533.529988,,45982,106526156,29574177,2134.621007
4695,106531673,29382823,1690.531409,,45983,106524961,29574935,2037.844943
4696,106530846,29380337,1637.21562,,45984,106525449,29582619,1994.331762
4697,106527960,29379246,1528.684525,,45985,106521620,29585980,2175.354977
4698,106523574,29382430,1369.00262,,45986,106514101,29586029,2009.86312
4699,106518357,29384396,1013.240393,,45987,106508518,29585944,1670.285254
4700,106510236,29388075,987.787902,,45988,106504358,29583544,1649.378739
4701,106505476,29388709,747.954907,,45989,106502201,29580075,1621.468129
4702,106502652,29389994,395.84436,,45990,106496597,29577200,1577.565457
4780,106545752,29562661,870.838602,,45991,106493909,29574801,1120.106075
4781,106550962,29565758,788.30938,,45993,106487963,29572157,385.190281
4782,106553152,29566707,926.678211,,45994,106558972,29499458,638.52066
4783,106558469,29565923,941.541487,,115-2,经度,维度,50656.59621
4784,106565912,29562349,854.066725,,45942,106554026,29505750,467.710863
4785,106569449,29562280,614.691272,,45943,106551099,29511256,1722.925829
4786,106570225,29557958,1064.113599,,45944,106544577,29514704,1940.813975
4787,106566717,29554896,1161.827851,,45945,106546013,29521140,1992.084292
4788,106560212,29539042,1061.295797,,45946,106548762,29524055,2071.464604
4789,106561629,29533926,852.221744,,45947,106556894,29526063,2166.379368
4790,106559875,29531838,885.678847,,45948,106561652,29526147,1914.594325
4791,106557970,29526645,982.178942,,45949,106568239,29527834,1692.067289
4792,106555702,29526046,1069.878306,,45950,106566545,29531902,1601.362658
4793,106548110,29523750,965.256828,,45951,106560222,29539208,2061.218301
4794,106545913,29520796,1128.654118,,45952,106555702,29553338,2958.955192
4795,106544803,29514654,1039.756798,,45953,106545946,29553543,2922.669405
4796,106551812,29511311,874.298932,,45954,106540972,29559385,2308.027234
4797,106553975,29507827,404.007293,,45955,106539923,29564479,1830.75601
4799,106473949,29482595,440.519708,,45956,106533563,29569377,2240.484678
4800,106473760,29478851,635.696716,,45957,106531531,29573057,2274.852098
4801,106473753,29475874,1017.147613,,45958,106528500,29578666,2250.504488
4802,106475798,29469637,1213.869499,,45959,106523913,29585426,1871.833057
4803,106474478,29461694,1204.607403,,45960,106520777,29586170,1897.741006
4804,106514230,29461964,1227.146846,,45961,106508505,29585944,1954.610871
4805,106518906,29463962,1203.528181,,45962,106500954,29585375,1898.407996
4806,106526691,29469467,1213.66648,,45963,106503607,29581640,2003.834619
4807,106529541,29468881,1198.688007,,45964,106497152,29577687,2232.623305
4808,106534572,29469462,1116.299371,,45965,106494112,29574937,2125.258138
4809,106537293,29468903,874.866823,,45966,106559314,29499422,1879.295424
4811,106600334,29535839,1766.838973,,45967,106562722,29500138,376.121181
4812,106600907,29540549,2046.956026,,117-1,经度,维度,28028.36311
4813,106603183,29545657,2347.78264,,45629,106471556,29509366,202.941753
4814,106590055,29550693,1582.754334,,45630,106469899,29508612,1213.920519
4815,106586762,29546747,1801.449435,,45631,106476646,29505960,1224.604599
4816,106584838,29545796,2070.81992,,45632,106480937,29507247,1325.872001
4817,106580007,29541707,2104.017723,,45633,106485414,29512135,1447.9288
4818,106574259,29538594,2124.477803,,45634,106491525,29519176,1188.219813
4819,106569913,29532653,2106.34016,,45635,106500375,29520581,1031.504082
4820,106566545,29531902,1578.898372,,45636,106504854,29524727,1063.526906
4821,106561629,29533926,1750.730134,,45637,106509037,29529775,1274.173265
4822,106560222,29539208,2051.585297,,45638,106512616,29534178,952.478612
4823,106561714,29553282,1685.797316,,45639,106517828,29535124,1381.71314
4824,106566717,29554896,398.325947,,45640,106517599,29565145,1221.602541
4898,106572551,29555814,1766.296523,,45641,106518776,29569426,1102.143148
4899,106566712,29554916,2524.075199,,45642,106522211,29572938,1375.165887
4900,106560222,29539208,1572.188021,,45643,106520295,29575322,1247.948492
4901,106556708,29536070,1605.800847,,45644,106516886,29583467,1188.653629
4902,106553735,29533406,1520.28931,,45645,106517039,29589470,1015.241161
4903,106551648,29528737,1546.527547,,45646,106511998,29593813,899.384938
4904,106552462,29522813,1611.787816,,45647,106502094,29593150,847.812413
4905,106554276,29516188,1238.047777,,45648,106499152,29593121,1109.209682
4906,106560031,29516702,751.263313,,45649,106491057,29592382,1133.881094
4907,106562718,29516823,641.083928,,45650,106487430,29592407,1184.604821
4967,106560411,29506609,189.905003,,45651,106496516,29519227,934.512365
4968,106567238,29504547,512.689924,,45652,106471453,29506112,615.2451
4969,106568307,29507812,574.996632,,45653,106484430,29591991,946.564818
4970,106568297,29514833,593.403759,,52117,106509512,29595254,899.509531
4971,106562718,29516823,622.627867,,117-2,经度,维度,25822.8278
4972,106560031,29516702,678.474452,,31171,106471530,29506109,157.862939
4973,106558497,29518278,630.386155,,31172,106476646,29505960,1026.245887
4974,106554574,29517970,736.639929,,31173,106481430,29507640,1284.150686
4975,106552462,29522813,775.473398,,31174,106483687,29509455,1429.027207
4976,106556894,29526063,647.893884,,31175,106491515,29519177,1436.468103
4977,106561652,29526147,626.412313,,31176,106496711,29519448,1306.813491
4978,106568239,29527834,660.971639,,31177,106500910,29520949,1214.295881
5019,106561683,29518519,62.526316,,31178,106504160,29524229,1186.854211
5020,106565452,29516652,128.130972,,31179,106507744,29528271,1136.185122
5021,106562718,29516823,272.097758,,31180,106510270,29532670,1154.730725
5022,106560031,29516702,819.276353,,31181,106517738,29564798,1303.380831
5023,106558497,29518278,951.436993,,31182,106518596,29569337,1210.954529
5024,106554574,29517970,1328.621162,,31183,106520358,29575229,1254.227208
5025,106552462,29522813,1416.856973,,31184,106516932,29584287,1167.1623
5026,106551648,29528737,1368.742464,,31185,106517676,29588496,1093.275971
5027,106556347,29531160,354.453749,,31186,106512378,29593490,1140.206766
5028,106561652,29526147,1009.008771,,31187,106502395,29593153,1216.501665
5029,106568239,29527834,1376.367307,,31188,106497577,29592936,1167.814015
5030,106561642,29533912,1393.498594,,31189,106491040,29592382,1115.671424
5031,106560222,29539208,1844.697713,,31191,106487225,29592410,1035.931034
5032,106563627,29552470,1441.116454,,31192,106483302,29592461,951.00656
5033,106571234,29552007,1048.697165,,31193,106478511,29588559,564.75462
5070,106550888,29531292,702.387582,,45627,106509610,29595212,1269.306621
5071,106556347,29531160,1153.780483,,118-1,经度,维度,42018.58087
5072,106556274,29531159,767.38693,,31211,106494296,29590939,784.553208
5073,106557907,29529454,973.872357,,31212,106499152,29593121,533.575775
5074,106561319,29526140,1294.972781,,31214,106500898,29589044,1207.146129
5081,106579906,29546251,1381.917731,,31215,106502062,29585847,1496.090185
5082,106582534,29546903,1932.912866,,31216,106508505,29585944,2042.097935
5083,106589348,29557076,1897.085774,,31217,106520777,29586170,2138.530388
5084,106590606,29560362,1914.480586,,31218,106523913,29585426,2234.148504
5085,106590762,29566605,1677.870559,,31219,106531995,29579236,2091.60514
5086,106589806,29572180,1650.983717,,31220,106530925,29573857,2154.122836
5087,106588532,29574373,1532.991601,,31221,106532762,29571396,1976.289244
5088,106586300,29576496,1516.781328,,31222,106541671,29563481,2048.765781
5090,106583998,29585731,1088.420491,,31223,106547964,29557376,1661.275445
5092,106585972,29585522,1209.239033,,31224,106539642,29553968,1763.241058
5094,106591370,29583751,1298.965362,,31225,106529283,29550761,2397.3363
5096,106592469,29597644,1109.934292,,31226,106522835,29544970,2462.159042
5097,106596941,29604418,872.843183,,31227,106515145,29542635,2380.856129
5098,106598667,29601942,641.896508,,31228,106512148,29543566,2151.957064
5099,106600099,29596282,657.910045,,31229,106504213,29540693,2342.457218
5123,106565922,29531814,1171.412781,,31230,106501086,29538985,2353.136513
5124,106558348,29531180,939.388769,,31231,106493342,29538008,2141.94729
5125,106556274,29531159,761.439743,,31232,106485525,29536226,2042.700053
5126,106553735,29533477,741.026569,,31233,106478781,29534018,1614.589628
5127,106552528,29536571,606.807166,,118-2,经度,维度,54955.41026
5128,106548918,29537251,602.6433,,31236,106489572,29592089,1895.540869
5129,106543273,29534224,205.983311,,31237,106497577,29592936,1946.150202
5130,106542376,29535844,153.166086,,31238,106500174,29593130,1985.632456
5132,106565675,29531783,778.901407,,31239,106500887,29591454,1839.663785
5133,106556347,29531160,1044.738448,,31240,106500915,29587826,1952.142324
5134,106553735,29533406,1580.891325,,31242,106502062,29585847,2406.978267
5135,106560222,29539208,2060.605065,,31243,106521620,29585980,2374.280356
5136,106563627,29552470,1774.234607,,31245,106525449,29582619,1970.06367
5137,106571234,29552007,1294.923402,,31246,106533604,29569094,2175.128517
5142,106571626,29516183,806.724493,,31247,106541717,29561394,1845.446425
5143,106572476,29515612,1253.040283,,31248,106543841,29555537,1915.245043
5144,106581156,29514476,1534.337632,,31249,106539642,29553968,1806.303778
5145,106587035,29509186,1360.443596,,31250,106530311,29550333,2107.98973
5146,106587302,29498538,1000.084509,,31251,106522835,29544970,2114.760751
5147,106594692,29495546,788.618419,,31252,106514615,29543477,2123.524686
5148,106589906,29479869,563.89954,,31253,106504682,29540951,2038.254013
5150,106583081,29477028,414.142804,,31254,106502216,29539614,2019.987895
5151,106589906,29479869,733.726246,,31255,106494243,29538227,2454.786325
5152,106594692,29495546,1350.40059,,31256,106490378,29536223,2242.357713
5153,106587231,29498564,1474.896883,,31257,106488210,29532470,2195.719047
5154,106587035,29509186,1544.103309,,31258,106488188,29527908,2484.462051
5155,106581156,29514476,1397.460659,,31259,106487426,29526809,2883.262199
5156,106572476,29515612,1203.698527,,31260,106482726,29528443,2132.306757
5158,106625977,29559667,1056.588597,,31261,106508505,29585944,2528.614309
5159,106615326,29566464,781.945683,,46070,106495518,29592460,1333.11172
5160,106610227,29554125,528.989999,,46071,106526132,29574178,1866.935776
5161,106603716,29546824,1069.465658,,52118,106491511,29592379,316.761595
5162,106590107,29550741,921.769804,,119-1,经度,维度,18032.50983
5163,106588320,29547458,935.674302,,56548,106555437,29601300,962.62156
5164,106584801,29545520,974.366687,,56550,106565675,29531783,1942.15567
5165,106580007,29541707,773.736828,,56551,106561629,29533926,2086.735466
5166,106574259,29538594,730.753533,,56552,106560212,29539042,2145.006212
5168,106588133,29583725,733.735951,,56553,106559343,29553944,1639.913851
5169,106591998,29582770,1019.121774,,56554,106562250,29563825,2024.926297
5170,106597427,29580704,1538.431788,,56555,106563722,29575933,1884.182433
5171,106601715,29589327,1635.409598,,56556,106562090,29580957,1877.975035
5172,106605300,29593397,1685.030078,,56557,106558114,29584432,1479.586873
5173,106607204,29596774,1643.383144,,56558,106555606,29597844,781.78582
5174,106615280,29596052,1626.701509,,56559,106551717,29604854,400.196185
